name,ribbonType,latitude,longitude,address,phone
이레옥,RIBBON_TWO,35.154195,129.146306,부산광역시 해운대구 마린시티3로 51 더샵해운대아델리스 상가,051-742-6421  
옛날오막집,RIBBON_TWO,35.108997,129.019853,부산광역시 서구 구덕로274번길 14 ,051-243-6973  
동래할매파전,RIBBON_TWO,35.204619,129.083825,부산광역시 동래구 명륜로94번길 43-10 ,051-552-0792  
거대갈비,RIBBON_TWO,35.161575,129.166947,부산광역시 해운대구 달맞이길 22 ,051-746-0037  
히떼로스터리,RIBBON_TWO,35.1557529453563,129.06820567163,부산광역시 부산진구 동성로 59 ,070-7607-7060  
율링,RIBBON_TWO,35.1588665231625,129.170591418833,부산광역시 해운대구 달맞이길62번길 28 미포오션사이드호텔 2층,051-741-3323  
마이클어반팜테이블,RIBBON_TWO,35.1762346398621,129.115567097586,부산광역시 수영구 구락로123번길 20 F1963 4층,051-602-8650  
동백섬횟집,RIBBON_TWO,35.160415,129.154677,부산광역시 해운대구 해운대해변로209번나길 17 ,051-741-3888  
차오란,RIBBON_TWO,35.1613327099223,129.168013841974,부산광역시 해운대구 달맞이길 30 시그니엘 부산 5층,051-922-1250  
팔레드신,RIBBON_TWO,35.1600663074705,129.163127599383,부산광역시 해운대구 해운대해변로 292 그랜드조선부산 호텔 5층,051-922-5100  
팔레트,RIBBON_TWO,35.1316369588506,129.119770650931,부산광역시 남구 분포로 66-30 3층,051-626-2364  
모즈,RIBBON_TWO,35.157037795554,129.143328681551,부산광역시 해운대구 마린시티2로 38 해운대아이파크 주동2동 T2R 판매시설 201호,051-747-5048  
목장원,RIBBON_TWO,35.071622,129.057311,부산광역시 영도구 절영로 355 ,051-404-5000  
사까에,RIBBON_TWO,35.160192,129.165253,부산광역시 해운대구 해운대해변로 296 파라다이스호텔부산 본관 3층,051-749-2248  
모모스커피,RIBBON_TWO,35.219232,129.086487,부산광역시 금정구 오시게로 20 ,051-512-0700
아오모리,RIBBON_TWO,35.167807,129.132831,부산광역시 해운대구 센텀3로 20 해운대센텀호텔 3층,051-720-8201  
동경밥상,RIBBON_TWO,35.1483944403014,129.11385120473,부산광역시 수영구 남천바다로 34-6 ,070-7576-1428  
블랙업커피,RIBBON_TWO,35.156058,129.060001,부산광역시 부산진구 서전로10번길 41 ,051-944-4952  
하레마,RIBBON_TWO,35.1572036560166,129.144817207267,"부산광역시 해운대구 마린시티2로 33 해운대두산위브더제니스 지하 1층, 106호",0507-1354-6558  
오륙도가원,RIBBON_TWO,35.10677,129.1115,부산광역시 남구 백운포로 14 ,051-635-0707  
랩24바이쿠무다,RIBBON_TWO,35.177434696318,129.197177089995,부산광역시 해운대구 송정광어골로 41 쿠무다명상문화센터 4층,051-701-1301  
무궁화,RIBBON_TWO,35.156853,129.056647,부산광역시 부산진구 가야대로 772 롯데호텔부산 43층,051-810-6330  
언양불고기부산집,RIBBON_TWO,35.148042,129.11369,부산광역시 수영구 남천바다로 32 ,051-754-1004  
베르크로스터스,RIBBON_TWO,35.1526155103264,129.066281137311,부산광역시 부산진구 서전로58번길 115 ,051-817-2111  
남풍,RIBBON_TWO,35.160192,129.165253,부산광역시 해운대구 해운대해변로 296 파라다이스호텔부산 신관 3층,051-749-2260  
젠스시,RIBBON_TWO,35.170806,129.171487,부산광역시 해운대구 대천로42번길 28-5 ,051-746-7456  
도림,RIBBON_TWO,35.156854,129.05579,부산광역시 부산진구 가야대로 772 롯데호텔부산 43층,051-810-6340  
거대곰탕,RIBBON_TWO,35.153006221653,129.059606320437,부산광역시 부산진구 중앙대로 672 삼정타워,051-809-2223  
모모야마,RIBBON_TWO,35.156853,129.056647,부산광역시 부산진구 가야대로 772 롯데호텔부산 43층,051-810-6360  
이타쇼,RIBBON_ONE,35.1518415819748,129.116897372933,부산광역시 수영구 광안해변로 197 ,0507-1396-1975  
원산면옥,RIBBON_ONE,35.098971,129.031071,부산광역시 중구 광복로 56-8 ,051-245-2310  
라이옥,RIBBON_ONE,35.1382755065968,129.104077367087,부산광역시 남구 용소로7번길 76 ,0507-1449-8011  
모리,RIBBON_ONE,35.160201591128,129.166579258799,부산광역시 해운대구 해운대해변로298번길 24 팔레드시즈 ,0507-1349-9891
부산족발,RIBBON_ONE,35.0995614535287,129.02664680754,부산광역시 중구 광복로 13-1 ,051-245-5359  
영변횟집,RIBBON_ONE,35.1828881155471,129.205520295074,부산광역시 해운대구 송정강변로 15 ,051-703-7590  
뉼리,RIBBON_ONE,35.1551342050388,129.124005331974,부산광역시 수영구 민락수변로 7 ok타운 8층,010-5381-8102  
신기산업카페,RIBBON_ONE,35.0880587481424,129.06093733221,부산광역시 영도구 와치로51번길 2 ,070-8230-1116  
탐복,RIBBON_ONE,35.2828405392621,129.25761706663,부산광역시 기장군 일광읍 문오성길 31 ,051-727-4213  
금랑횟집,RIBBON_ONE,35.1551800271003,129.131030467408,부산광역시 수영구 광안해변로344번길 17-5  마린리치 6층,051-752-5209  
