,store_id,name,category,is_food,new_store,instagram_link,instagram_post,instagram_follower,hot_spot,visitor_review_count,blog_review_count,distance_from_subway,on_tv,parking_available,no_kids,pet_available,seoul_michelin,age-2030,gender-balance,on_blue_ribbon,image_urls,address,phone,gps
0,1560103206,동백꽃공방,공방,True,False,http://www.instagram.com/camellia_sss,255.0,3466.0,True,,48.0,433.0,False,False,False,False,False,,,False,[],서울 종로구 동숭1길 12 B1,010-8009-0601,"{'latitude': 37.5799126, 'longitude': 127.0050488}"
1,37663526,비트포비아 대학로,방탈출카페,True,False,https://www.instagram.com/beat_phobia,829.0,4904.0,True,74.0,828.0,106.0,False,False,False,False,False,,,False,[],서울 종로구 대학로10길 12 5층,0507-1476-5252,"{'latitude': 37.5816118, 'longitude': 127.0028096}"
2,35949552,반지대학 강남캠퍼스,공방,True,False,,,,True,170.0,547.0,226.0,False,False,False,False,False,,,False,[],서울 강남구 테헤란로1길 32 연성흠근생 4층 1호,0507-1305-9858,"{'latitude': 37.50042700000661, 'longitude': 127.02747950001302}"
3,37336820,미스터힐링 신촌점,힐링카페,True,False,,,,True,840.0,134.0,176.0,False,False,False,False,False,,,False,[],서울 서대문구 신촌로 119 신영스카이텔 B1,0507-1374-1197,"{'latitude': 37.5561785, 'longitude': 126.9390276}"
4,37015113,남대문실탄사격장,사격장,True,False,,,,False,1804.0,306.0,282.0,False,False,False,False,False,,,False,[],서울 중구 남대문시장길 25-8 4층,02-778-4008,"{'latitude': 37.560498, 'longitude': 126.9774783}"
5,36476159,카페테라피 대학로점,테마카페,True,False,,,,True,1093.0,215.0,358.0,True,True,False,False,False,False,True,False,[],서울 종로구 낙산길 14 2층,02-741-7979,"{'latitude': 37.5803602, 'longitude': 127.0052996}"
6,38299605,ESC방탈출카페 홍대점,방탈출카페,True,False,,,,True,60.0,255.0,496.0,False,False,False,False,False,,,False,[],서울 마포구 와우산로21길 19-16 지하2층,0507-1481-8295,"{'latitude': 37.5518166, 'longitude': 126.9225289}"
7,36631598,다이나믹메이즈 인사동,테마파크,True,False,,,,True,7742.0,783.0,212.0,False,True,False,False,False,False,True,False,[],서울 종로구 인사동길 12 대일빌딩 지하1층,02-2034-0600,"{'latitude': 37.5718987, 'longitude': 126.9872482}"
8,13475855,아쿠아플라넷 63,아쿠아리움,True,False,,,,False,15002.0,3797.0,,False,True,False,False,False,False,True,False,[],서울 영등포구 63로 50,1833-7001,"{'latitude': 37.5198458, 'longitude': 126.9400547}"
9,37408740,큐브이스케이프 홍대점,방탈출카페,True,False,,,,True,725.0,1630.0,448.0,False,False,False,False,False,,,False,[],서울 마포구 양화로16길 15 무광빌딩 4층,02-323-5567,"{'latitude': 37.5534368, 'longitude': 126.9206197}"
10,33874345,루소주얼리 홍대점,공방,True,False,https://www.instagram.com/lusoj,2448.0,7621.0,True,2262.0,490.0,13.0,False,True,False,False,False,,,False,[],서울 마포구 양화로 166 지하 1층 루소주얼리 홍대점,0507-1310-7891,"{'latitude': 37.5567326, 'longitude': 126.9241712}"
