,store_id,name,category,is_food,new_store,instagram_link,instagram_post,instagram_follower,hot_spot,visitor_review_count,blog_review_count,distance_from_subway,on_tv,parking_available,no_kids,seoul_michelin,age-2030,gender-balance,on_blue_ribbon,image_urls,running_well,address,phone,gps,naver_url
0,1989710660,코리안치킨클럽,"치킨,닭강정",True,False,,,,True,190,28,251,False,False,False,False,,,False,[],0,"서울 강남구 강남대로78길 22 1층, 2층 코치클",0507-1495-2298,"{'latitude': 37.4951218, 'longitude': 127.0311434}",https://pcmap.place.naver.com/place/1989710660?entry=bmp&n_ad_group_type=10&n_query=%EA%B0%95%EB%82%A8%EC%97%AD%EB%A7%9B%EC%A7%91&from=map&fromPanelNum=2&x=127.0311434&y=37.4951218&timestamp=202402081204
1,1219710781,엠투포차 강남역점,요리주점,True,False,https://instagram.com/m2pocha,64,387,True,1428,1263,258,False,False,False,False,,,False,[],2,서울 강남구 테헤란로1길 28-5 지상1층,0507-1330-0282,"{'latitude': 37.5004134, 'longitude': 127.0278456}",https://pcmap.place.naver.com/place/1219710781?entry=bmp&n_ad_group_type=10&n_query=%EA%B0%95%EB%82%A8%EC%97%AD%EB%A7%9B%EC%A7%91&from=map&fromPanelNum=2&x=127.0278456&y=37.5004134&timestamp=202402081204
2,21607745,바비레드 강남본점,이탈리아음식,True,False,https://instagram.com/bobired_,65,8505,False,4252,5241,317,True,False,False,False,False,True,False,[],2,서울 강남구 봉은사로6길 39 바비레드,0507-1405-1516,"{'latitude': 37.5026625, 'longitude': 127.0278787}",https://pcmap.place.naver.com/place/21607745?entry=bmp&from=map&fromPanelNum=2&x=127.0278787&y=37.5026625&timestamp=202402081204
3,37792495,장인닭갈비 강남점,닭갈비,True,False,,,,True,2752,5738,169,False,False,False,False,False,True,False,[],2,서울 강남구 테헤란로1길 19,02-3452-3441,"{'latitude': 37.4996548, 'longitude': 127.0274938}",https://pcmap.place.naver.com/place/37792495?entry=bmp&from=map&fromPanelNum=2&x=127.0274938&y=37.4996548&timestamp=202402081204
4,254053959,나폴리회관 강남역점,이탈리아음식,True,False,https://instagram.com/napolihall,74,549,True,2938,4966,269,True,True,False,False,False,True,False,[],2,서울 강남구 테헤란로5길 24 1층 나폴리회관,02-538-5067,"{'latitude': 37.5001379, 'longitude': 127.0289714}",https://pcmap.place.naver.com/place/254053959?entry=bmp&from=map&fromPanelNum=2&x=127.0289714&y=37.5001379&timestamp=202402081205
5,1074002248,구구당,퓨전음식,True,False,https://instagram.com/gugudang.seoul,59,3061,False,4109,6602,279,True,False,False,False,,,False,[],1,서울 강남구 강남대로102길 35 구구당,0507-1362-1979,"{'latitude': 37.5032847, 'longitude': 127.0278795}",https://pcmap.place.naver.com/place/1074002248?entry=bmp&from=map&fromPanelNum=2&x=127.0278795&y=37.5032847&timestamp=202402081205
6,1094851432,낙원타코 강남역점,"멕시코,남미음식",True,False,https://instagram.com/nakwongroup,57,4235,True,2707,3568,186,True,True,False,False,,,False,[],2,서울 서초구 서초대로73길 7 2층,02-595-1540,"{'latitude': 37.4981006, 'longitude': 127.0253754}",https://pcmap.place.naver.com/place/1094851432?entry=bmp&from=map&fromPanelNum=2&x=127.0253754&y=37.4981006&timestamp=202402081205
7,36250128,마초쉐프 강남본점,이탈리아음식,True,False,,,,False,6908,5038,282,True,False,False,False,False,True,False,[],2,서울 강남구 강남대로106길 29 1층,0507-1392-8886,"{'latitude': 37.5034081, 'longitude': 127.0278735}",https://pcmap.place.naver.com/place/36250128?entry=bmp&from=map&fromPanelNum=2&x=127.0278735&y=37.5034081&timestamp=202402081205
8,1706979043,청담이상 강남역점,이자카야,True,False,,,,True,697,921,299,False,False,False,False,,,False,[],0,"서울 강남구 테헤란로1길 42 2층, 3층",0507-1310-0027,"{'latitude': 37.5010977, 'longitude': 127.0271724}",https://pcmap.place.naver.com/place/1706979043?entry=bmp&from=map&fromPanelNum=2&x=127.0271724&y=37.5010977&timestamp=202402081206
9,1722443845,화설 강남점,소고기구이,True,True,,,,True,117,126,427,False,True,False,False,,,False,[],2,서울 서초구 서초대로73길 38 1층,0507-1393-1254,"{'latitude': 37.5006668, 'longitude': 127.0245058}",https://pcmap.place.naver.com/place/1722443845?entry=bmp&from=map&fromPanelNum=2&x=127.0245058&y=37.5006668&timestamp=202402081206
