,store_id,name,category,is_food,new_store,instagram_link,instagram_post,instagram_follower,hot_spot,visitor_review_count,blog_review_count,distance_from_subway,on_tv,parking_available,no_kids,seoul_michelin,age-2030,gender-balance,on_blue_ribbon,image_urls,running_well,address,phone,gps,naver_url
0,1250488411,더 멜란지,양식,True,False,https://instagram.com/the_melange_official,46,182,False,251,1799,143,False,False,False,False,,,False,[],0,서울 종로구 돈화문로 60 1층,0507-1442-7844,"{'latitude': 37.5738376, 'longitude': 126.9913349}",https://pcmap.place.naver.com/place/1250488411?entry=bmp&n_ad_group_type=10&n_query=%EB%8C%80%ED%95%99%EB%A1%9C%EB%A7%9B%EC%A7%91&from=map&fromPanelNum=2&x=126.9913349&y=37.5738376&timestamp=202402081204
1,1651486531,종로육가,돼지고기구이,True,False,,,,False,539,547,108,True,False,False,False,,,False,[],1,서울 종로구 돈화문로11다길 10 1층,0507-1348-2351,"{'latitude': 37.5728011, 'longitude': 126.9906136}",https://pcmap.place.naver.com/place/1651486531?entry=bmp&n_ad_group_type=10&n_query=%EB%8C%80%ED%95%99%EB%A1%9C%EB%A7%9B%EC%A7%91&from=map&fromPanelNum=2&x=126.9906136&y=37.5728011&timestamp=202402081204
2,1897389457,도토리 소반,한식,True,True,https://instagram.com/dotorisoban_seoul,7,75,True,150,463,107,False,False,False,False,,,False,[],2,서울 종로구 대학로9길 12 2층 도토리소반,0507-1330-0891,"{'latitude': 37.5818013, 'longitude': 127.001149}",https://pcmap.place.naver.com/place/1897389457?entry=bmp&from=map&fromPanelNum=2&x=127.001149&y=37.5818013&timestamp=202402081204
3,1695056864,한판도 대학로점,"육류,고기요리",True,False,https://instagram.com/hanpando.official,36,390,True,919,1912,75,False,False,False,False,,,False,[],2,서울 종로구 대명길 18 1층,0507-1358-4898,"{'latitude': 37.583498, 'longitude': 127.0005034}",https://pcmap.place.naver.com/place/1695056864?entry=bmp&from=map&fromPanelNum=2&x=127.0005034&y=37.583498&timestamp=202402081204
4,11867483,촌놈,돼지고기구이,True,False,,,,True,1442,2308,122,False,False,False,False,False,False,False,[],2,서울 종로구 대학로8가길 48,0507-1336-1011,"{'latitude': 37.5829574, 'longitude': 127.0023479}",https://pcmap.place.naver.com/place/11867483?entry=bmp&from=map&fromPanelNum=2&x=127.0023479&y=37.5829574&timestamp=202402081205
5,1747236582,미도인 대학로,양식,True,False,,,,True,2482,3874,199,False,False,False,False,,,False,[],2,서울 종로구 대학로9길 32 1층 미도인,0507-1497-1998,"{'latitude': 37.5818711, 'longitude': 127.0003671}",https://pcmap.place.naver.com/place/1747236582?entry=bmp&from=map&fromPanelNum=2&x=127.0003671&y=37.5818711&timestamp=202402081205
6,1588150532,백소정 대학로점,일식당,True,False,,,,True,3230,890,48,False,False,False,False,,,False,[],2,서울 종로구 대학로 143 2층,02-762-0404,"{'latitude': 37.5840201, 'longitude': 127.0013571}",https://pcmap.place.naver.com/place/1588150532?entry=bmp&from=map&fromPanelNum=2&x=127.0013571&y=37.5840201&timestamp=202402081205
7,32407273,혜화양육관,양꼬치,True,False,,,,True,773,1419,169,True,False,False,False,True,False,False,[],1,서울 종로구 대명1길 23,02-743-7763,"{'latitude': 37.5825848, 'longitude': 127.0008095}",https://pcmap.place.naver.com/place/32407273?entry=bmp&from=map&fromPanelNum=2&x=127.0008095&y=37.5825848&timestamp=202402081205
8,11710271,페르시안궁전,인도음식,True,False,https://instagram.com/persianpalace_irankebab,91,624,True,2455,1552,523,True,True,False,False,True,False,True,[],2,서울 종로구 성균관로6길 9,0507-1372-6050,"{'latitude': 37.584872, 'longitude': 126.9973586}",https://pcmap.place.naver.com/place/11710271?entry=bmp&from=map&fromPanelNum=2&x=126.9973586&y=37.584872&timestamp=202402081206
9,1773040934,고기하다,"육류,고기요리",True,False,,,,True,558,3264,90,False,False,False,False,,,True,[],1,서울 종로구 대학로 133-5 고기하다,070-8808-9299,"{'latitude': 37.5829527, 'longitude': 127.0013669}",https://pcmap.place.naver.com/place/1773040934?entry=bmp&from=map&fromPanelNum=2&x=127.0013669&y=37.5829527&timestamp=202402081206
10,1123934065,술비,요리주점,True,False,https://instagram.com/suulbl,48,409,True,442,367,176,False,False,True,False,,,False,[],2,서울 종로구 대학로14길 17 1층 술비,0507-1369-7415,"{'latitude': 37.5841382, 'longitude': 127.0024874}",https://pcmap.place.naver.com/place/1123934065?entry=bmp&from=map&fromPanelNum=2&x=127.0024874&y=37.5841382&timestamp=202402081206
11,1718133788,육미안 혜화점,소고기구이,True,False,,,,True,1004,1964,185,True,False,False,False,,,False,[],2,서울 종로구 창경궁로 246-4 1층 육미안,0507-1449-1611,"{'latitude': 37.5832566, 'longitude': 126.9993945}",https://pcmap.place.naver.com/place/1718133788?entry=bmp&from=map&fromPanelNum=2&x=126.9993945&y=37.5832566&timestamp=202402081207
12,1921219764,장인닭갈비 대학로점,닭갈비,True,False,,,,True,419,1741,109,False,False,False,False,,,False,[],2,서울 종로구 대명길 25 1층,02-743-4859,"{'latitude': 37.5831673, 'longitude': 127.0001913}",https://pcmap.place.naver.com/place/1921219764?entry=bmp&from=map&fromPanelNum=2&x=127.0001913&y=37.5831673&timestamp=202402081207
13,31202565,코야코,떡볶이,True,False,,,,True,1684,2253,283,True,True,False,False,False,True,True,[],2,서울 종로구 동숭길 68 1층 코야코,0507-1466-8590,"{'latitude': 37.5812929, 'longitude': 127.0042899}",https://pcmap.place.naver.com/place/31202565?entry=bmp&from=map&fromPanelNum=2&x=127.0042899&y=37.5812929&timestamp=202402081207
14,31403119,삼겹살 전문점 대통령,"육류,고기요리",True,False,,,,True,972,1044,126,True,True,False,False,False,False,False,[],1,서울 종로구 대학로14길 12-1,02-766-4405,"{'latitude': 37.5838095, 'longitude': 127.0027053}",https://pcmap.place.naver.com/place/31403119?entry=bmp&from=map&fromPanelNum=2&x=127.0027053&y=37.5838095&timestamp=202402081207
15,33646740,핏제리아오 대학로 본점,피자,True,False,https://instagram.com/pizzeria_o,934,7275,True,7724,10429,329,True,True,False,False,False,True,False,[],2,"서울 종로구 동숭길 86 2, 3층",0507-1429-5005,"{'latitude': 37.5820958, 'longitude': 127.0043262}",https://pcmap.place.naver.com/place/33646740?entry=bmp&from=map&fromPanelNum=2&x=127.0043262&y=37.5820958&timestamp=202402081208
16,1000464271,쿄코코 대학로 본점,한식,True,False,,,,True,282,1397,197,False,False,False,False,,,False,[],2,서울 종로구 대학로11길 38-23 1층,0507-1407-7101,"{'latitude': 37.5825887, 'longitude': 127.0004455}",https://pcmap.place.naver.com/place/1000464271?entry=bmp&from=map&fromPanelNum=2&x=127.0004455&y=37.5825887&timestamp=202402081208
17,1409207151,04판,요리주점,True,False,,,,True,486,1587,158,False,False,False,False,,,False,[],1,서울 종로구 대명1길 21,0507-1318-1711,"{'latitude': 37.5827276, 'longitude': 127.0009175}",https://pcmap.place.naver.com/place/1409207151?entry=bmp&from=map&fromPanelNum=2&x=127.0009175&y=37.5827276&timestamp=202402081208
18,1237664708,유캔하이 혜화역점,소고기구이,True,False,https://instagram.com/youcanhigh_hyehwa,31,230,True,467,1603,157,True,False,False,False,,,False,[],2,서울 종로구 창경궁로 246-3 1층,0507-1383-1525,"{'latitude': 37.583372, 'longitude': 126.9997111}",https://pcmap.place.naver.com/place/1237664708?entry=bmp&from=map&fromPanelNum=2&x=126.9997111&y=37.583372&timestamp=202402081208
