,store_id,name,category,is_food,new_store,instagram_link,instagram_post,instagram_follower,hot_spot,visitor_review_count,blog_review_count,distance_from_subway,on_tv,parking_available,no_kids,seoul_michelin,age-2030,gender-balance,on_blue_ribbon,image_urls,running_well,address,phone,gps,naver_url,on_blue_ribbin
0,1116440153,퍼퓸플레이 강남,공방,False,False,,,,True,375,26,56,False,True,False,False,,,,[],2,서울 강남구 테헤란로 101 지하2층,0507-1308-2048,"{'latitude': 37.498536, 'longitude': 127.0280082}",https://pcmap.place.naver.com/place/1116440153?entry=bmp&from=PLACE_AD&n_ad_group_type=10&n_query=%EA%B0%95%EB%82%A8%EC%97%AD%EA%B3%B5%EB%B0%A9&from=map&fromPanelNum=2&x=127.0280082&y=37.498536&timestamp=202402081354,False
1,35949552,반지대학 강남캠퍼스,공방,False,False,,,,True,170,555,226,False,False,False,False,,,,[],1,서울 강남구 테헤란로1길 32 연성흠근생 4층 1호,0507-1305-9858,"{'latitude': 37.500427, 'longitude': 127.0274795}",https://pcmap.place.naver.com/place/35949552?entry=bmp&from=PLACE_AD&n_ad_group_type=10&n_query=%EA%B0%95%EB%82%A8%EC%97%AD%EA%B3%B5%EB%B0%A9&from=map&fromPanelNum=2&x=127.0274795&y=37.500427&timestamp=202402081354,False
2,1510545447,강남향수공방 닷노트,공방,False,False,https://instagram.com/dotnote.perfume,18,877,True,3456,820,228,False,False,False,False,,,,[],2,서울 강남구 봉은사로4길 36 지층,0507-1365-5824,"{'latitude': 37.502398, 'longitude': 127.0268293}",https://pcmap.place.naver.com/place/1510545447?entry=bmp&from=map&fromPanelNum=2&x=127.0268293&y=37.502398&timestamp=202402081354,False
3,35928996,반지만들기 반지공방 8그램,공방,False,False,https://instagram.com/ringcafe_8gram,130,236,True,2342,646,208,False,False,False,False,,,,[],2,서울 강남구 봉은사로2길 37 혜인빌딩 5층 반지공방 8그램,0507-1412-8988,"{'latitude': 37.5022432, 'longitude': 127.0266119}",https://pcmap.place.naver.com/place/35928996?entry=bmp&from=map&fromPanelNum=2&x=127.0266119&y=37.5022432&timestamp=202402081355,False
4,1262069229,스무디 원데이클래스,공방,False,False,https://instagram.com/20diy_official,222,4676,True,183,82,169,False,True,False,False,,,,[],0,서울 서초구 서초대로78길 42 현대기림오피스텔 1502호 스무디 강남점,0507-1483-2021,"{'latitude': 37.4940339, 'longitude': 127.0282402}",https://pcmap.place.naver.com/place/1262069229?entry=bmp&from=map&fromPanelNum=2&x=127.0282402&y=37.4940339&timestamp=202402081355,False
5,1189774623,세모네모동그라미,공방,False,False,https://instagram.com/citytae04,252,2823,True,427,46,170,False,False,False,False,,,,[],1,서울 강남구 강남대로106길 14 오성빌딩 3층,0507-1312-3228,"{'latitude': 37.5029254, 'longitude': 127.026679}",https://pcmap.place.naver.com/place/1189774623?entry=bmp&from=map&fromPanelNum=2&x=127.026679&y=37.5029254&timestamp=202402081355,False
6,1557407518,마르베야 도자기공방,공방,False,False,https://instagram.com/marbella_ceramics,1544,2202,False,43,63,251,False,False,False,False,,,,[],0,서울 강남구 논현로85길 5-5 4층,0507-1394-1084,"{'latitude': 37.4988792, 'longitude': 127.037183}",https://pcmap.place.naver.com/place/1557407518?entry=bmp&from=map&fromPanelNum=2&x=127.037183&y=37.4988792&timestamp=202402081356,False
7,1093998905,레미니스 퍼퓸,공방,False,False,https://instagram.com/Reminisce_Gangnam,21,17,True,483,83,74,False,True,False,False,,,,[],0,서울 서초구 서초대로77길 3 아라타워 8층,0507-1300-6013,"{'latitude': 37.4980667, 'longitude': 127.0264975}",https://pcmap.place.naver.com/place/1093998905?entry=bmp&from=map&fromPanelNum=2&x=127.0264975&y=37.4980667&timestamp=202402081356,False
8,1769493278,도자당스튜디오,공방,False,False,https://instagram.com/dozadang,302,2420,True,84,9,340,False,False,False,False,,,,[],0,서울 강남구 봉은사로18길 88 301호,0507-1325-6749,"{'latitude': 37.5010124, 'longitude': 127.0276623}",https://pcmap.place.naver.com/place/1769493278?entry=bmp&from=map&fromPanelNum=2&x=127.0276623&y=37.5010124&timestamp=202402081357,False
9,398787840,성인취미미술아트아뜰리에 강남본점,공방,False,False,https://instagram.com/art__atelier,6384,7358,True,107,735,237,False,False,False,False,,,,[],0,서울 강남구 강남대로96길 19 3층,010-2204-3176,"{'latitude': 37.5001738, 'longitude': 127.0285825}",https://pcmap.place.naver.com/place/398787840?entry=bmp&from=map&fromPanelNum=2&x=127.0285825&y=37.5001738&timestamp=202402081357,False
