,store_id,name,category,is_food,new_store,instagram_link,instagram_post,instagram_follower,hot_spot,visitor_review_count,blog_review_count,distance_from_subway,on_tv,parking_available,no_kids,seoul_michelin,age-2030,gender-balance,on_blue_ribbon,image_urls,running_well,address,phone,gps,naver_url,on_blue_ribbin
0,1138852734,혜화 웯우드스튜디오 나무반지공방,공방,False,False,https://instagram.com/wetwood_studio,35,1924,True,41,11,169,False,False,False,False,,,,[],1,서울 종로구 창경궁로 248-4 지하1층,0507-1361-4480,"{'latitude': 37.5834328, 'longitude': 126.9996692}",https://pcmap.place.naver.com/place/1138852734?entry=bmp&from=map&fromPanelNum=2&x=126.9996692&y=37.5834328&timestamp=202402081450,False
1,1913111730,스튜디오 이화공간,"사진,스튜디오",False,False,https://instagram.com/studioihwagonggan,126,273,False,70,5,780,False,False,False,False,,,,[],0,서울 종로구 낙산성곽서길 103-20 2층 왼쪽 세 번째 짙은 청색 문,010-8909-4062,"{'latitude': 37.5769616, 'longitude': 127.0080271}",https://pcmap.place.naver.com/place/1913111730?entry=bmp&from=map&fromPanelNum=2&x=127.0080271&y=37.5769616&timestamp=202402081451,False
2,1976657874,베일링 클래스 스튜디오,공방,False,False,https://instagram.com/bailring_jewelry,2029,9948,False,79,50,535,False,False,False,False,,,,[],2,서울 종로구 창경궁로 126 303호,010-4119-0731,"{'latitude': 37.5736284, 'longitude': 126.9978478}",https://pcmap.place.naver.com/place/1976657874?entry=bmp&from=map&fromPanelNum=2&x=126.9978478&y=37.5736284&timestamp=202402081451,False
3,1286985575,부업하는오빠들,"사진,스튜디오",False,False,https://instagram.com/team_buo,132,617,False,1,1,415,False,False,False,False,,,,[],1,서울 성북구 보문로37길 15 B01,0507-1311-8520,"{'latitude': 37.5909149, 'longitude': 127.0129595}",https://pcmap.place.naver.com/place/1286985575?entry=bmp&from=map&fromPanelNum=2&x=127.0129595&y=37.5909149&timestamp=202402081451,False
4,1193203207,정류장옆사진관,"사진,스튜디오",False,False,https://instagram.com/next_1station,7,53,True,,,389,False,True,False,False,,,,[],1,서울 종로구 창덕궁1길 19 1층,070-4142-4210,"{'latitude': 37.5792783, 'longitude': 126.9880923}",https://pcmap.place.naver.com/place/1193203207?entry=bmp&from=map&fromPanelNum=2&x=126.9880923&y=37.5792783&timestamp=202402081452,False
5,1806767486,노이모이스튜디오,공방,False,False,https://instagram.com/noimoistudio,48,945,False,96,50,423,False,False,False,False,,,,[],0,서울 종로구 서순라길 129 1층 노이모이스튜디오,0507-1378-5202,"{'latitude': 37.5759746, 'longitude': 126.9913352}",https://pcmap.place.naver.com/place/1806767486?entry=bmp&from=map&fromPanelNum=2&x=126.9913352&y=37.5759746&timestamp=202402081452,False
6,1864100659,SISPIC,"셀프,대여스튜디오",False,False,https://instagram.com/sispic_official,201,248,False,768,42,53,False,False,False,False,,,,[],2,서울 종로구 돈화문로 15 일청빌딩 3층,0507-1333-6753,"{'latitude': 37.5699638, 'longitude': 126.9920457}",https://pcmap.place.naver.com/place/1864100659?entry=bmp&from=map&fromPanelNum=2&x=126.9920457&y=37.5699638&timestamp=202402081452,False
7,36932720,달사진관,"사진,스튜디오",False,False,,,,False,289,46,403,False,False,False,False,,,,[],0,서울 성북구 보문로 157-1 1층 달사진관,02-921-2929,"{'latitude': 37.5885851, 'longitude': 127.0168514}",https://pcmap.place.naver.com/place/36932720?entry=bmp&from=map&fromPanelNum=2&x=127.0168514&y=37.5885851&timestamp=202402081452,False
8,1586755901,종로에서 담은 사진,"사진,스튜디오",False,False,https://instagram.com/jongdamsa,785,454,False,79,214,232,False,False,False,False,,,,[],0,"서울 종로구 삼일대로30길 10-3 각연빌딩 8층, 지1층",0507-1373-0555,"{'latitude': 37.5737562, 'longitude': 126.9883835}",https://pcmap.place.naver.com/place/1586755901?entry=bmp&from=map&fromPanelNum=2&x=126.9883835&y=37.5737562&timestamp=202402081453,False
9,1678654151,꽃님네사진관,프로필사진전문,False,False,https://instagram.com/netacio5,283,129,False,3,,81,False,False,False,False,,,,[],1,서울 종로구 수표로 132-1 낙원동 98-1,0507-1373-4850,"{'latitude': 37.5728627, 'longitude': 126.9884735}",https://pcmap.place.naver.com/place/1678654151?entry=bmp&from=map&fromPanelNum=2&x=126.9884735&y=37.5728627&timestamp=202402081453,False
10,691872255,스튜디오 제이,"귀금속,장신용품제조",False,False,https://instagram.com/studio_jhk_official,469,974,False,22,12,191,False,False,False,False,,,,[],0,서울 종로구 돈화문로11다길 51 1층,02-745-2628,"{'latitude': 37.573649, 'longitude': 126.9892642}",https://pcmap.place.naver.com/place/691872255?entry=bmp&from=map&fromPanelNum=2&x=126.9892642&y=37.573649&timestamp=202402081453,False
11,36504878,크래프터아띠,수공예액세서리,False,False,,,,False,,,113,False,False,False,False,,,,[],1,서울 종로구 돈화문로5길 20 다이아몬드빌딩 504호,0507-1433-2992,"{'latitude': 37.5708582, 'longitude': 126.9908412}",https://pcmap.place.naver.com/place/36504878?entry=bmp&from=map&fromPanelNum=2&x=126.9908412&y=37.5708582&timestamp=202402081454,False
12,1461615306,코즈닉스튜디오 성신여대1호점,장소대여,False,False,https://instagram.com/coznic_studio,154,39,False,32,5,258,False,False,False,False,,,,[],0,서울 성북구 동소문로20길 37-24 4층,0507-1371-2156,"{'latitude': 37.5911051, 'longitude': 127.0180191}",https://pcmap.place.naver.com/place/1461615306?entry=bmp&from=map&fromPanelNum=2&x=127.0180191&y=37.5911051&timestamp=202402081454,False
