,store_id,name,category,is_food,new_store,instagram_link,instagram_post,instagram_follower,hot_spot,visitor_review_count,blog_review_count,distance_from_subway,on_tv,parking_available,no_kids,seoul_michelin,age-2030,gender-balance,on_blue_ribbon,image_urls,running_well,address,phone,gps,naver_url,on_blue_ribbin
0,1485838302,무신사 개러지,공연장,False,False,,,,True,7,543,426,False,False,False,False,,,,[],0,서울 마포구 잔다리로 32 서문빌딩 지하1층,02-3144-0409,"{'latitude': 37.5516044, 'longitude': 126.9196943}",https://pcmap.place.naver.com/place/1485838302?entry=bmp&from=map&fromPanelNum=2&x=126.9196943&y=37.5516044&timestamp=202402081616,False
1,1147677082,구름아래소극장,공연장,False,False,https://instagram.com/gurumare_theater,556,1369,True,12,573,443,False,False,False,False,,,,[],0,서울 마포구 와우산로29가길 15,02-3280-8800,"{'latitude': 37.5541675, 'longitude': 126.9285623}",https://pcmap.place.naver.com/place/1147677082?entry=bmp&from=map&fromPanelNum=2&x=126.9285623&y=37.5541675&timestamp=202402081616,False
2,11574607,홍대 롤링홀,공연장,False,False,https://instagram.com/rollinghall,1528,14000,True,16,1144,299,False,False,False,False,False,True,,[],0,서울 마포구 어울마당로 35,02-325-6071,"{'latitude': 37.5484257, 'longitude': 126.9200604}",https://pcmap.place.naver.com/place/11574607?entry=bmp&from=map&fromPanelNum=2&x=126.9200604&y=37.5484257&timestamp=202402081616,False
3,37326769,윤형빈소극장,"공연,연극시설",False,False,https://instagram.com/seoul_gag,1407,2815,True,53,536,561,False,False,False,False,,,,[],0,서울 마포구 와우산로21길 29 지하1층 윤형빈소극장,02-6383-1003,"{'latitude': 37.5522085, 'longitude': 126.922364}",https://pcmap.place.naver.com/place/37326769?entry=bmp&from=map&fromPanelNum=2&x=126.922364&y=37.5522085&timestamp=202402081617,False
4,13283977,KT&G 상상마당 라이브홀,공연장,False,False,,,,True,4,405,516,False,False,False,False,,,,[],0,서울 마포구 어울마당로 65 상상마당빌딩,02-2014-2024,"{'latitude': 37.5509805, 'longitude': 126.9210957}",https://pcmap.place.naver.com/place/13283977?entry=bmp&from=map&fromPanelNum=2&x=126.9210957&y=37.5509805&timestamp=202402081617,False
5,1871771710,제이엘씨어터,공연장,False,False,,,,True,,190,407,False,False,False,False,,,,[],1,서울 마포구 어울마당로 94-8 지하 1층,02-3143-6201,"{'latitude': 37.5531377, 'longitude': 126.9222119}",https://pcmap.place.naver.com/place/1871771710?entry=bmp&from=map&fromPanelNum=2&x=126.9222119&y=37.5531377&timestamp=202402081617,False
6,1154547075,메타코미디클럽 홍대,공연장,False,False,https://instagram.com/metacomedyclub.hongdae,75,5818,True,4,40,394,False,False,False,False,,,,[],0,서울 마포구 와우산로 76-1 2층,,"{'latitude': 37.5512774, 'longitude': 126.9236059}",https://pcmap.place.naver.com/place/1154547075?entry=bmp&from=map&fromPanelNum=2&x=126.9236059&y=37.5512774&timestamp=202402081618,False
7,37392237,플렉스라운지,공연장,False,False,,,,True,14,163,405,False,True,False,False,,,,[],0,서울 마포구 양화로 100-10 다내리빌딩,0507-1403-4679,"{'latitude': 37.5525683, 'longitude': 126.9190179}",https://pcmap.place.naver.com/place/37392237?entry=bmp&from=map&fromPanelNum=2&x=126.9190179&y=37.5525683&timestamp=202402081618,False
8,37842561,웨스트브릿지 라이브홀,공연장,False,False,,,,True,4,483,449,False,False,False,False,,,,[],0,서울 마포구 와우산로25길 6 지하3층,02-325-9660,"{'latitude': 37.5536982, 'longitude': 126.926173}",https://pcmap.place.naver.com/place/37842561?entry=bmp&from=map&fromPanelNum=2&x=126.926173&y=37.5536982&timestamp=202402081618,False
9,19896058,얼라이브홀,공연장,False,False,,,,True,,100,482,False,True,False,False,,,,[],1,서울 마포구 독막로7길 20 지층,02-796-3207,"{'latitude': 37.5486848, 'longitude': 126.919163}",https://pcmap.place.naver.com/place/19896058?entry=bmp&from=map&fromPanelNum=2&x=126.919163&y=37.5486848&timestamp=202402081619,False
