name,ribbonType,latitude,longitude,address,phone
테라로사커피공장,RIBBON_TWO,37.6964984768682,128.892026509635,강원특별자치도 강릉시 구정면 현천길 7 ,033-648-2760  
철원막국수,RIBBON_TWO,38.146044,127.308652,강원특별자치도 철원군 갈말읍 명성로158번길 13 ,033-452-2589  
유포리막국수,RIBBON_TWO,37.946162,127.778341,강원특별자치도 춘천시 신북읍 맥국2길 123 ,033-242-5168  
원조숯불닭불고기집,RIBBON_TWO,37.8787,127.725366,강원특별자치도 춘천시 낙원길 28-4 ,033-257-5326  
샘밭막국수,RIBBON_TWO,37.9295173983054,127.781207476335,강원특별자치도 춘천시 신북읍 신샘밭로 644 1층,033-242-1712  
운두령,RIBBON_TWO,37.6958027617453,128.46288084444,강원특별자치도 평창군 용평면 운두령로 825 ,033-332-1943  
용평회관,RIBBON_TWO,37.673591,128.709078,강원특별자치도 평창군 대관령면 횡계2길 15 ,033-335-5217  
용바위식당,RIBBON_TWO,38.223973,128.367382,강원특별자치도 인제군 북면 진부령로 107 ,033-462-4079  
춘선네,RIBBON_TWO,38.198991993291386,128.5829082861216,강원특별자치도 속초시 청초호반로 230 ,033-635-8052  
양지말화로구이,RIBBON_TWO,37.659554789284634,127.83129507020915,강원특별자치도 홍천군 홍천읍 양지말길 17-4 ,033-435-7533  
부안막국수,RIBBON_TWO,37.88166,127.749641,강원특별자치도 춘천시 후석로344번길 8 ,033-254-0654  
보헤미안박이추커피,RIBBON_TWO,37.864588,128.842447,강원특별자치도 강릉시 연곡면 홍질목길 55-11 ,033-662-5365  
백촌막국수,RIBBON_TWO,38.293026,128.541766,강원특별자치도 고성군 토성면 백촌1길 10 ,033-632-5422  
납작식당,RIBBON_TWO,37.67558052201009,128.70070969505048,강원특별자치도 평창군 대관령면 올림픽로 35 ,033-335-5477  
부일식당,RIBBON_TWO,37.639295,128.560994,강원특별자치도 평창군 진부면 진부중앙로 100-5 ,033-335-7232  
영광정메밀국수,RIBBON_TWO,38.1224785517472,128.576128999955,강원특별자치도 양양군 강현면 진미로 446 ,033-673-5254  
흥업묵집,RIBBON_TWO,37.299005,127.918199,강원특별자치도 원주시 흥업면 남원로 29-3 ,033-762-4210  
주천묵집,RIBBON_TWO,37.260506,128.261105,강원특별자치도 영월군 주천면 송학주천로 1282-11 ,033-372-3800  
보헤미안로스터즈박이추커피공장,RIBBON_TWO,37.846836,128.866895,강원특별자치도 강릉시 사천면 해안로 1107 ,033-642-6688  
우성닭갈비,RIBBON_TWO,37.8873110205234,127.763485854877,강원특별자치도 춘천시 동면 만천양지길 87 ,033-242-3833  
방림메밀막국수,RIBBON_ONE,37.426637608829054,128.3925949162694,강원특별자치도 평창군 방림면 서동로 1323 ,033-332-1151  
자매식당,RIBBON_ONE,37.5120138879489,128.217889723796,강원특별자치도 횡성군 둔내면 둔내로51번길 14 ,033-344-2317  
일출봉횟집,RIBBON_ONE,38.181821113784,128.607873036875,강원특별자치도 속초시 해오름로 77 ,033-635-2222  
순두부젤라또2호점,RIBBON_ONE,37.7713682470682,128.947102574156,강원특별자치도 강릉시 경강로 2642 1~4층,010-4752-5534  
쯩라이,RIBBON_ONE,37.756523031181,128.865654678745,강원특별자치도 강릉시 사임당로 131 유천S클래스 203호,033-641-9716  
철뚝소머리국밥,RIBBON_ONE,37.8920600132365,128.824370835597,강원특별자치도 강릉시 주문진읍 철둑길 42 ,033-662-3747  
라모스버거,RIBBON_ONE,37.8718434789193,127.708019667729,강원특별자치도 춘천시 옛경춘로 835 ,033-252-0006  
만항할매닭집,RIBBON_ONE,37.1590478566816,128.900834210015,강원특별자치도 정선군 고한읍 함백산로 1104 ,033-591-3136  
싱글핀에일웍스,RIBBON_ONE,38.0234337961978,128.722750198151,강원특별자치도 양양군 현북면 하조대2길 48-42 ,070-8879-6181  
툇마루,RIBBON_ONE,37.7928910724179,128.914475618377,강원특별자치도 강릉시 난설헌로 232 ,033-922-7175  
감나무식당,RIBBON_ONE,38.07058487253968,128.62798706444605,강원특별자치도 양양군 양양읍 안산1길 73-6 ,033-672-3905  
커피라디오,RIBBON_ONE,37.315935436740695,127.95971319611964,강원특별자치도 원주시 치악고교길 19 ,033-765-5655  
바다정원,RIBBON_ONE,38.2314307691712,128.582883041835,강원특별자치도 고성군 토성면 버리깨길 23 ,033-636-1096  
대룡산막국수,RIBBON_ONE,37.85019,127.771585,강원특별자치도 춘천시 동내면 동내로 181 ,033-261-1421  
기사문,RIBBON_ONE,37.764596,128.8739,강원특별자치도 강릉시 정원로 78-22 ,033-646-9077  
횡성축협한우프라자,RIBBON_ONE,37.48382397284803,127.98139819282888,강원특별자치도 횡성군 횡성읍 횡성로 337 ,033-343-9908  
바다마을횟집,RIBBON_ONE,37.703854,129.016088,강원특별자치도 강릉시 강동면 정동등명길 23 ,010-4796-9923  
둔내막국수,RIBBON_ONE,37.512449,128.214003,강원특별자치도 횡성군 둔내면 둔내로 30 2층,033-342-1644  
오대산내고향,RIBBON_ONE,37.830775,128.475854,강원특별자치도 홍천군 내면 구룡령로 6898 ,0507-1444-7794
봉포머구리집,RIBBON_ONE,38.218796,128.593221,강원특별자치도 속초시 영랑해안길 223 ,033-631-2021  
산토리니,RIBBON_ONE,37.7707491901144,128.950108871906,강원특별자치도 강릉시 경강로 2667 ,033-653-0931  
봉포선영이네물회전문점,RIBBON_ONE,38.253117,128.56397,강원특별자치도 고성군 토성면 토성로 75 ,050-4458-1590  
속초생대구,RIBBON_ONE,38.21468,128.596143,강원특별자치도 속초시 영랑해안3길 14 ,033-636-9774  
우미닭갈비,RIBBON_ONE,37.879486,127.727927,강원특별자치도 춘천시 금강로62번길 4 ,033-253-2428  
초당소나무집,RIBBON_ONE,37.791711,128.91543,강원특별자치도 강릉시 초당순두부길 95-5 ,033-653-4488  
참나무숯불닭갈비,RIBBON_ONE,37.930502,127.788979,강원특별자치도 춘천시 신북읍 신샘밭로 715 ,033-242-0388  
동해막국수,RIBBON_ONE,37.919961,128.804061,강원특별자치도 양양군 현남면 동해대로 54 ,033-671-7117  
당근마차,RIBBON_ONE,38.21282354562133,128.60107377150567,강원특별자치도 속초시 영랑해안길 14 ,033-632-3139  
오대산채나라,RIBBON_ONE,37.681918,128.59717,강원특별자치도 평창군 진부면 진고개로 159 ,033-334-9514  
내대막국수 ,RIBBON_ONE,38.20153,127.297725,강원특별자치도 철원군 갈말읍 내대1길 29-10 ,033-452-3932  
정선면옥,RIBBON_ONE,37.380375714836,128.662361445216,강원특별자치도 정선군 정선읍 봉양5길 35 ,033-562-2233  
퇴계막국수,RIBBON_ONE,37.862276,127.725698,강원특별자치도 춘천시 영서로 2231 ,033-255-3332  
부흥횟집,RIBBON_ONE,37.552098,129.11795,강원특별자치도 동해시 일출로 93 ,033-531-5209  
대원당,RIBBON_ONE,37.8573915985867,127.740078455692,강원특별자치도 춘천시 퇴계로 191 ,033-254-8187  
송원면옥,RIBBON_ONE,38.19193,128.59599,강원특별자치도 속초시 미리내1길 9 ,033-631-2526  
옥산장,RIBBON_ONE,37.47304,128.726286,강원특별자치도 정선군 여량면 여량3길 79 ,033-562-0739  
섭죽마을,RIBBON_ONE,38.192007967164905,128.540451738685,강원특별자치도 속초시 관광로 352 ,033-635-4279  
사돈집,RIBBON_ONE,38.214267,128.596916,강원특별자치도 속초시 영랑해안1길 8 ,033-633-0915  
송이버섯마을,RIBBON_ONE,38.06502158635752,128.6209314732062,강원특별자치도 양양군 양양읍 남대천로 55-20 ,033-672-3145  
김영애할머니순두부,RIBBON_ONE,38.205995,128.528025,강원특별자치도 속초시 원암학사평길 183 ,033-635-9520  
물곰식당,RIBBON_ONE,37.552462,129.113522,강원특별자치도 동해시 산제골길 3 ,033-535-1866  
송정해변막국수,RIBBON_ONE,37.788639,128.924291,강원특별자치도 강릉시 창해로 267 ,033-652-2611  
강원토속식당,RIBBON_ONE,37.130321,128.536395,강원특별자치도 영월군 김삿갓면 영월동로 1121-16 ,033-372-9014  
고향막국수,RIBBON_ONE,37.612663,128.371399,강원특별자치도 평창군 봉평면 이효석길 142 ,033-336-1211  
태백한우마을,RIBBON_ONE,37.171951,128.991605,강원특별자치도 태백시 번영로 349-1 이림상가 1층,033-552-5349  
원조초당순두부,RIBBON_ONE,37.790561,128.914886,강원특별자치도 강릉시 초당순두부길77번길 9 ,033-652-2660  
시장실비식당,RIBBON_ONE,37.173902,128.992792,강원특별자치도 태백시 시장북길 27 ,033-552-2085  
원조재래식할머니순두부,RIBBON_ONE,38.206278,128.527343,강원특별자치도 속초시 원암학사평길 177 ,033-635-5438  
남경식당,RIBBON_ONE,37.685262,128.741122,강원특별자치도 평창군 대관령면 대관령마루길 347 ,033-335-5891  
태성실비식당,RIBBON_ONE,37.15891,128.986561,강원특별자치도 태백시 감천로 4 ,033-552-5287  
금학칼국수,RIBBON_ONE,37.75442,128.896264,강원특별자치도 강릉시 대학길 12-6 ,033-646-0175  
점봉산산채식당,RIBBON_ONE,38.199415,128.550024,강원특별자치도 속초시 이목로 132 ,033-636-5947  
부부횟집,RIBBON_ONE,38.370221,128.508051,강원특별자치도 고성군 죽왕면 가진해변길 88 ,033-681-0094  
원조털보네토종닭,RIBBON_ONE,38.184424,128.565853,강원특별자치도 속초시 청대마을길 100 ,033-636-3500  
고향집,RIBBON_ONE,37.945657,128.328986,강원특별자치도 인제군 기린면 조침령로 115 ,033-461-7391  
돌바우횟집,RIBBON_ONE,37.93980727858952,128.78787483688134,강원특별자치도 양양군 현남면 매바위길 51 ,033-671-7537  
산토리니,RIBBON_ONE,37.891373,127.776463,강원특별자치도 춘천시 동면 순환대로 1154-97 ,033-242-3010  
명가막국수,RIBBON_ONE,37.932927948712276,127.79210503853827,강원특별자치도 춘천시 신북읍 상천3길 8 ,033-241-8443  
장원막국수,RIBBON_ONE,37.645093,127.812259,강원특별자치도 홍천군 홍천읍 상오안길 62 ,033-435-5855  
회영루,RIBBON_ONE,37.88088582978792,127.72636153551409,강원특별자치도 춘천시 금강로 38 ,033-254-3841  
진태원,RIBBON_ONE,37.673225,128.708272,강원특별자치도 평창군 대관령면 횡계길 19 ,033-335-5567  
정라횟집,RIBBON_ONE,37.443574,129.163465,강원특별자치도 삼척시 대학로 28 ,033-573-3670  
동명항생선숯불구이,RIBBON_ONE,38.210876,128.586208,강원특별자치도 속초시 번영로129번길 21 ,033-632-3376  
가리산막국수,RIBBON_ONE,37.837999,128.013975,강원특별자치도 홍천군 두촌면 가리산길23번길 7 ,033-435-2704  
화천어죽탕,RIBBON_ONE,38.093941,127.760084,강원특별자치도 화천군 간동면 파로호로 91 ,033-442-5544  
덕포식당,RIBBON_ONE,37.18303617163373,128.47958555677866,강원특별자치도 영월군 영월읍 덕포시장길 69 ,033-374-2420  
소야삼교리동치미막국수,RIBBON_ONE,38.190295,128.586311,강원특별자치도 속초시 청초호반로 76 ,033-633-1228  
88생선구이,RIBBON_ONE,38.203721,128.591908,강원특별자치도 속초시 중앙부두길 71 ,033-633-8892  
감나무집감자옹심이,RIBBON_ONE,38.204314617459715,128.5908595193918,강원특별자치도 속초시 중앙시장로 110-8 ,033-633-2306  
